Date,Store,Bike Type,Sales,Profit
03/06/2023,Richmond,Gravel,503.96,50.396
03/06/2023,Peckham,Mountain,136.26,5.4504
03/06/2023,Tottenham,Road,384.768,-115.4304
04/06/2023,Chelsea,Gravel,8.64,2.5056
04/06/2023,Westminster,Road,6.37,-9.555
04/06/2023,Westminster,Mountain,117.62,58.4284
04/06/2023,Fulham,Gravel,30.336,-17.4432
04/06/2023,Fulham,Road,31.984,1.999
04/06/2023,Brixton,Gravel,12.48,5.616
04/06/2023,Richmond,Road,71.984,25.1944
05/06/2023,Brixton,Road,20.736,7.2576
05/06/2023,Richmond,Gravel,470.376,52.9173
06/06/2023,Fulham,Mountain,4.95,2.178
06/06/2023,Peckham,Mountain,26.4,0
08/06/2023,Wimbledon,Gravel,89.544,12.3123
08/06/2023,Dulwich,Road,1.624,-4.466
08/06/2023,Westminster,Gravel,95.124,-62.1884
08/06/2023,Shoreditch,Mountain,1497.666,140.9568
08/06/2023,Brixton,Road,85.056,28.7064
08/06/2023,Richmond,Road,381.576,28.6182
08/06/2023,Richmond,Mountain,17.52,-3.504
08/06/2023,Peckham,Gravel,35.168,-8.3524
08/06/2023,Croydon,Road,23.76,2.079
09/06/2023,Fulham,Mountain,23.976,-14.3856
09/06/2023,Brixton,Gravel,49.12,23.0864
09/06/2023,Brixton,Mountain,36.352,11.36
09/06/2023,Peckham,Road,720.76,54.057
09/06/2023,Tottenham,Mountain,108.925,-71.8905
10/06/2023,Wimbledon,Gravel,132.52,54.3332
10/06/2023,Chelsea,Gravel,16.4,4.756
10/06/2023,Chelsea,Road,23.1,8.316
10/06/2023,Shoreditch,Mountain,514.165,-30.245
10/06/2023,Mayfair,Road,14.13,0.7065
10/06/2023,Whitechapel,Gravel,11.56,5.4332
10/06/2023,Whitechapel,Mountain,29.6,14.8
10/06/2023,Brixton,Gravel,40.032,15.012
10/06/2023,Richmond,Gravel,88.776,7.7679
10/06/2023,Richmond,Mountain,279.96,17.4975
10/06/2023,Peckham,Gravel,15.58,3.895
10/06/2023,Peckham,Road,1347.52,84.22
11/06/2023,Dulwich,Gravel,61.44,16.5888
11/06/2023,Chelsea,Mountain,107.672,9.6774
11/06/2023,Westminster,Gravel,22.86,2.8194
11/06/2023,Shoreditch,Gravel,174.42,41.8608
11/06/2023,Notting Hill,Mountain,280.792,35.099
11/06/2023,Stratford,Gravel,385.8,130.2075
11/06/2023,Brixton,Gravel,160.91,78.4665
11/06/2023,Peckham,Gravel,102.96,1.0296
11/06/2023,Peckham,Mountain,284.04,-40.8078
12/06/2023,Wimbledon,Gravel,63.92,19.176
12/06/2023,Chelsea,Gravel,64.14,16.6764
12/06/2023,Westminster,Gravel,13.128,4.2666
12/06/2023,Westminster,Mountain,91.2,41.952
12/06/2023,Notting Hill,Gravel,858.24,143.04
12/06/2023,Fulham,Gravel,25.944,-5.7954
12/06/2023,Brixton,Gravel,38.48,18.6608
12/06/2023,Richmond,Gravel,71.976,8.997
12/06/2023,Tottenham,Mountain,452.94,67.941
13/06/2023,Chelsea,Gravel,181.86,50.9208
13/06/2023,Notting Hill,Mountain,761.438,-112.8162
13/06/2023,Richmond,Mountain,47.984,5.998
13/06/2023,Peckham,Mountain,164.736,-39.1248
15/06/2023,Dulwich,Road,76.608,6.7032
15/06/2023,Chelsea,Gravel,23.82,3.4581
15/06/2023,Shoreditch,Gravel,77.728,-3.8864
15/06/2023,Notting Hill,Gravel,698.352,52.3764
15/06/2023,Fulham,Road,31.168,9.3504
15/06/2023,Whitechapel,Mountain,44.4,22.2
15/06/2023,Brixton,Road,91.36,29.692
15/06/2023,Brixton,Mountain,17.94,8.7906
15/06/2023,Richmond,Gravel,47.976,4.7976
15/06/2023,Richmond,Road,2599.872,258.4884
15/06/2023,Peckham,Road,142.776,17.847
15/06/2023,Peckham,Mountain,84.55,22.8285
15/06/2023,Tottenham,Road,120.96,-28.224
16/06/2023,Wimbledon,Gravel,479.952,107.9892
16/06/2023,Dulwich,Gravel,180.66,50.5848
16/06/2023,Chelsea,Gravel,23.92,1.794
16/06/2023,Chelsea,Road,14.016,4.7304
16/06/2023,Westminster,Road,5.936,-8.904
16/06/2023,Notting Hill,Gravel,1514.92,181.56
16/06/2023,Brixton,Gravel,18.54,8.7138
16/06/2023,Brixton,Mountain,211.6,101.568
16/06/2023,Richmond,Gravel,257.97,68.992
16/06/2023,Croydon,Mountain,16.68,4.3368
17/06/2023,Wimbledon,Mountain,101.34,8.1072
17/06/2023,Westminster,Gravel,51.312,17.9592
17/06/2023,Westminster,Road,11.664,-19.9512
17/06/2023,Fulham,Gravel,155.25,46.575
17/06/2023,Stratford,Mountain,3404.5,1668.205
17/06/2023,Brixton,Road,12.224,4.4312
17/06/2023,Peckham,Gravel,160.382,-28.8605
18/06/2023,Shoreditch,Gravel,917.9235,75.5937
18/06/2023,Brixton,Gravel,38.88,19.0512
18/06/2023,Brixton,Mountain,148.704,46.47
19/06/2023,Wimbledon,Road,225.448,11.8411
19/06/2023,Dulwich,Gravel,2.708,-6.3172
19/06/2023,Westminster,Road,11.568,3.7596
19/06/2023,Westminster,Mountain,6.888,-11.0208
19/06/2023,Notting Hill,Road,760.116,-43.4352
19/06/2023,Fulham,Gravel,50.32,21.1344
19/06/2023,Fulham,Road,38.784,7.272
19/06/2023,Brixton,Gravel,170.736,59.0504
19/06/2023,Brixton,Road,97.82,45.9754
19/06/2023,Peckham,Gravel,153.584,-32.6366
19/06/2023,Peckham,Road,129.3,6.465
19/06/2023,Croydon,Gravel,11.184,0.8388
19/06/2023,Tottenham,Mountain,457.485,-84.9615
20/06/2023,Wimbledon,Gravel,389.92,86.986
20/06/2023,Chelsea,Gravel,5.248,0.5904
20/06/2023,Westminster,Gravel,51.312,18.6006
20/06/2023,Whitechapel,Gravel,9.82,4.8118
20/06/2023,Brixton,Gravel,63.504,26.4384
20/06/2023,Richmond,Gravel,503.96,125.99
20/06/2023,Peckham,Gravel,4.464,0.3348
21/06/2023,Westminster,Gravel,41.256,-34.38
21/06/2023,Westminster,Mountain,88.64,43.4336
21/06/2023,Fulham,Gravel,17.92,2.464
21/06/2023,Brixton,Mountain,447.84,219.4416
22/06/2023,Westminster,Gravel,3.036,-5.0094
22/06/2023,Westminster,Mountain,41.487,-31.4623
22/06/2023,Notting Hill,Mountain,487.96,146.388
22/06/2023,Soho,Gravel,37.608,12.6927
22/06/2023,Peckham,Mountain,8.928,0.6696
24/06/2023,Chelsea,Gravel,95.92,25.8984
24/06/2023,Chelsea,Road,421.42,123.6446
24/06/2023,Westminster,Gravel,102.93,48.3771
24/06/2023,Westminster,Road,182.994,-320.2395
24/06/2023,Notting Hill,Gravel,172.764,32.6332
24/06/2023,Mayfair,Gravel,2.88,1.3536
24/06/2023,Fulham,Gravel,276.69,49.8042
24/06/2023,Brixton,Gravel,21.744,6.795
24/06/2023,Brixton,Road,10.272,3.21
25/06/2023,Chelsea,Mountain,5.344,0.7348
25/06/2023,Shoreditch,Gravel,400.784,-5.0098
25/06/2023,Mayfair,Mountain,11.304,-2.1195
25/06/2023,Whitechapel,Mountain,71.04,26.64
25/06/2023,Richmond,Gravel,148.48,16.704
25/06/2023,Tottenham,Gravel,871.4,148.138
26/06/2023,Wimbledon,Gravel,431.928,64.7892
26/06/2023,Chelsea,Mountain,15.92,5.4128
26/06/2023,Westminster,Road,102.368,37.1084
26/06/2023,Notting Hill,Road,273.552,-13.6776
26/06/2023,Fulham,Gravel,526.45,31.587
26/06/2023,Whitechapel,Road,13.872,4.6818
26/06/2023,Brixton,Road,68.52,31.5192
26/06/2023,Brixton,Mountain,4.54,2.043
26/06/2023,Richmond,Gravel,1144.086,181.7704
26/06/2023,Richmond,Mountain,543.92,135.98
26/06/2023,Peckham,Gravel,356.7,1.6752
26/06/2023,Peckham,Road,713.88,214.164
26/06/2023,Croydon,Road,28.4,8.236
27/06/2023,Wimbledon,Road,1287.45,244.6155
27/06/2023,Notting Hill,Mountain,191.646,31.941
27/06/2023,Fulham,Road,126.3,40.416
27/06/2023,Brixton,Gravel,20.07,9.2322
27/06/2023,Brixton,Road,19.44,9.3312
29/06/2023,Wimbledon,Gravel,62.31,22.4316
29/06/2023,Dulwich,Gravel,384.332,36.1854
29/06/2023,Chelsea,Gravel,11.68,3.0368
29/06/2023,Westminster,Gravel,1220.012,409.7224
29/06/2023,Shoreditch,Gravel,409.9992,-96.4704
29/06/2023,Shoreditch,Road,638.82,185.2578
29/06/2023,Fulham,Road,25.16,8.5544
29/06/2023,Brixton,Road,5.184,1.8144
29/06/2023,Peckham,Gravel,130.71,39.213
29/06/2023,Peckham,Road,1295.78,310.9872
29/06/2023,Croydon,Road,30.69,7.9794
29/06/2023,Tottenham,Gravel,307.314,-39.5118
30/06/2023,Westminster,Mountain,75.792,25.5798
30/06/2023,Shoreditch,Gravel,435.999,5.1294
30/06/2023,Notting Hill,Mountain,569.058,-178.8468
30/06/2023,Fulham,Gravel,22.23,9.7812
30/06/2023,Fulham,Road,19.52,5.368
30/06/2023,Fulham,Mountain,14.224,-10.3124
30/06/2023,Brixton,Gravel,204.95,100.4255
30/06/2023,Richmond,Mountain,1001.584,125.198
30/06/2023,Peckham,Gravel,248.57,67.1139
30/06/2023,Peckham,Road,1085.42,282.2092
30/06/2023,Tottenham,Gravel,1044.63,-295.9785
01/07/2023,Westminster,Mountain,169.99,78.1954
01/07/2023,Brixton,Mountain,25.92,12.4416
01/07/2023,Peckham,Mountain,443.92,13.3176
02/07/2023,Westminster,Mountain,5.232,-8.1096
02/07/2023,Brixton,Mountain,163.96,59.4355
03/07/2023,Wimbledon,Gravel,24,-2.7
03/07/2023,Wimbledon,Mountain,2006.68,862.2272
03/07/2023,Chelsea,Road,9.552,1.5522
03/07/2023,Fulham,Gravel,801.53,201.088
03/07/2023,Stratford,Road,597.132,49.761
03/07/2023,Stratford,Mountain,2395.2,209.58
03/07/2023,Brixton,Road,273.896,92.4399
03/07/2023,Brixton,Mountain,88.416,33.8686
03/07/2023,Richmond,Gravel,455.938,140.7399
03/07/2023,Richmond,Mountain,7.992,2.6973
03/07/2023,Peckham,Gravel,87.92,0.8792
03/07/2023,Tottenham,Mountain,215.148,-103.9882
05/07/2023,Westminster,Road,17.71,-28.0821
05/07/2023,Fulham,Road,332.028,-348.6294
05/07/2023,Brixton,Road,46.656,16.9128
05/07/2023,Richmond,Road,79.96,22.3888
06/07/2023,Westminster,Road,2.946,-2.2586
06/07/2023,Notting Hill,Gravel,361.376,10.1837
06/07/2023,Brixton,Road,16.056,5.8203
07/07/2023,Wimbledon,Gravel,544.696,90.6101
07/07/2023,Wimbledon,Road,252,93.24
07/07/2023,Westminster,Gravel,17.472,6.3336
07/07/2023,Shoreditch,Gravel,87.21,-45.3492
07/07/2023,Mayfair,Gravel,5.94,0.1188
07/07/2023,Brixton,Gravel,15.552,5.4432
07/07/2023,Richmond,Gravel,683.988,-113.998
07/07/2023,Peckham,Gravel,13.392,1.0044
08/07/2023,Wimbledon,Gravel,50,10.5
08/07/2023,Wimbledon,Road,141.9,58.179
08/07/2023,Chelsea,Gravel,20.52,7.2468
08/07/2023,Chelsea,Road,203.86,54.16
08/07/2023,Chelsea,Mountain,31.36,10.5312
08/07/2023,Westminster,Gravel,51.878,-11.6108
08/07/2023,Westminster,Mountain,86.376,30.2316
08/07/2023,Notting Hill,Gravel,662.88,74.57
08/07/2023,Fulham,Gravel,198.46,99.23
08/07/2023,Fulham,Road,123.9,15.0698
08/07/2023,Fulham,Mountain,161.74,67.6474
08/07/2023,Whitechapel,Gravel,861.66,420.7098
08/07/2023,Brixton,Gravel,24.56,11.5432
08/07/2023,Brixton,Mountain,52.76,24.2696
08/07/2023,Peckham,Gravel,33.49,-1.26
09/07/2023,Dulwich,Road,58.464,-146.16
09/07/2023,Chelsea,Gravel,119.04,48.8064
09/07/2023,Chelsea,Road,8.84,2.9835
09/07/2023,Westminster,Gravel,1.08,-0.792
09/07/2023,Fulham,Mountain,526.45,31.587
09/07/2023,Brixton,Gravel,274.8,134.652
09/07/2023,Richmond,Gravel,257.98,74.8142
09/07/2023,Peckham,Gravel,424.56,18.2203
10/07/2023,Dulwich,Road,41.91,10.8966
10/07/2023,Fulham,Gravel,18.84,7.9128
10/07/2023,Peckham,Mountain,298.464,26.1156
11/07/2023,Wimbledon,Gravel,132.6,17.238
11/07/2023,Wimbledon,Road,1287.45,244.6155
11/07/2023,Dulwich,Road,168.1,43.706
11/07/2023,Chelsea,Gravel,30.32,11.8248
11/07/2023,Westminster,Road,29.8,9.3125
11/07/2023,Whitechapel,Road,8.67,4.0749
11/07/2023,Richmond,Road,71.952,5.3964
12/07/2023,Brixton,Gravel,3.816,1.1925
13/07/2023,Fulham,Gravel,91.008,19.3392
13/07/2023,Brixton,Road,13.56,6.2376
13/07/2023,Richmond,Gravel,39.594,-7.2589
13/07/2023,Peckham,Road,360.38,93.6988
14/07/2023,Wimbledon,Gravel,140.97,19.7358
14/07/2023,Chelsea,Gravel,85.04,22.9888
14/07/2023,Westminster,Gravel,4.448,1.4456
14/07/2023,Mayfair,Gravel,4.96,2.3312
14/07/2023,Fulham,Gravel,692.45,206.562
14/07/2023,Brixton,Gravel,9.248,3.3524
14/07/2023,Richmond,Gravel,2360.322,-325.0719
14/07/2023,Peckham,Gravel,301.496,22.6122
15/07/2023,Wimbledon,Gravel,41.9,8.799
15/07/2023,Dulwich,Road,179.94,50.3832
15/07/2023,Chelsea,Gravel,6.56,1.9024
15/07/2023,Westminster,Gravel,26.55,13.0095
15/07/2023,Notting Hill,Gravel,664.146,88.5528
15/07/2023,Whitechapel,Gravel,7.83,3.6018
15/07/2023,Brixton,Gravel,8.96,4.3904
15/07/2023,Brixton,Road,12.96,6.2208
15/07/2023,Tottenham,Gravel,310.443,-48.7839
15/07/2023,Tottenham,Road,872.94,157.1292
16/07/2023,Chelsea,Mountain,2.912,0.91
16/07/2023,Notting Hill,Gravel,313.724,14.1274
17/07/2023,Shoreditch,Road,1194.165,210.735
17/07/2023,Covent Garden,Mountain,479.984,89.997
17/07/2023,Soho,Road,57.9,28.95
17/07/2023,Fulham,Gravel,7.904,2.1736
17/07/2023,Fulham,Mountain,39.08,14.4596
17/07/2023,Brixton,Road,32.4,15.552
17/07/2023,Brixton,Mountain,99.9,47.952
17/07/2023,Richmond,Mountain,269.98,67.495
17/07/2023,Peckham,Road,10.56,0
18/07/2023,Westminster,Gravel,7.656,-6.1248
18/07/2023,Notting Hill,Gravel,672.288,-46.9947
18/07/2023,Covent Garden,Gravel,599.97,69.9965
18/07/2023,Brixton,Gravel,16.096,5.2312
18/07/2023,Croydon,Gravel,9.184,1.148
18/07/2023,Tottenham,Gravel,801.6,-448.896
20/07/2023,Wimbledon,Road,389.97,132.5898
20/07/2023,Dulwich,Road,416.32,112.4064
20/07/2023,Westminster,Road,839.81,381.816
20/07/2023,Notting Hill,Road,346.704,52.9154
20/07/2023,Fulham,Gravel,8.792,-5.7148
20/07/2023,Fulham,Road,183.92,31.2664
20/07/2023,Whitechapel,Road,14.62,6.8714
20/07/2023,Brixton,Road,13.36,6.4128
20/07/2023,Peckham,Gravel,69.712,8.714
21/07/2023,Dulwich,Gravel,17.48,4.5448
21/07/2023,Chelsea,Gravel,147.61,42.8069
21/07/2023,Chelsea,Road,3.52,1.6896
21/07/2023,Westminster,Gravel,67.404,21.4152
21/07/2023,Westminster,Road,97.056,-169.4184
21/07/2023,Westminster,Mountain,33.93,-22.62
21/07/2023,Shoreditch,Gravel,302.94,69.6762
21/07/2023,Notting Hill,Gravel,225.296,22.5296
21/07/2023,Fulham,Gravel,8.8,3.872
21/07/2023,Brixton,Gravel,16.34,7.6798
21/07/2023,Brixton,Mountain,6.48,3.1752
21/07/2023,Richmond,Gravel,343.888,74.2837
21/07/2023,Richmond,Road,1626.192,121.9644
21/07/2023,Richmond,Mountain,210.564,-52.641
21/07/2023,Peckham,Mountain,222.32,25.011
21/07/2023,Croydon,Gravel,231.72,11.586
21/07/2023,Tottenham,Gravel,124.404,-21.3264
22/07/2023,Notting Hill,Gravel,526.344,-75.192
22/07/2023,Richmond,Road,29.97,14.0859
23/07/2023,Wimbledon,Gravel,159.75,11.1825
23/07/2023,Wimbledon,Mountain,399.95,143.982
23/07/2023,Chelsea,Gravel,133.216,20.6816
23/07/2023,Westminster,Gravel,15.192,5.5071
23/07/2023,Westminster,Road,13.128,4.2666
23/07/2023,Westminster,Mountain,13.92,4.35
23/07/2023,Whitechapel,Road,41.4,19.872
23/07/2023,Brixton,Gravel,58.32,27.9936
23/07/2023,Brixton,Road,63.312,20.5764
24/07/2023,Covent Garden,Road,2399.96,839.986
25/07/2023,Fulham,Gravel,20.096,3.0144
25/07/2023,Whitechapel,Gravel,23.534,10.5819
25/07/2023,Brixton,Gravel,20.736,7.2576
25/07/2023,Peckham,Gravel,259.92,-25.992
25/07/2023,Croydon,Gravel,37.752,4.2471
25/07/2023,Tottenham,Gravel,138.588,-34.647
25/07/2023,Tottenham,Mountain,298.116,-4.2588
26/07/2023,Wimbledon,Road,1649.95,659.98
26/07/2023,Notting Hill,Road,362.352,45.294
27/07/2023,Wimbledon,Gravel,234.95,32.893
27/07/2023,Notting Hill,Gravel,194.848,12.178
27/07/2023,Fulham,Gravel,129.802,12.2517
27/07/2023,Brixton,Gravel,39.16,18.2728
27/07/2023,Richmond,Gravel,543.92,135.98
28/07/2023,Westminster,Road,9.984,3.6192
28/07/2023,Richmond,Road,1145.6,100.24
28/07/2023,Peckham,Road,14.98,4.1944
29/07/2023,Wimbledon,Gravel,90.57,11.7741
29/07/2023,Dulwich,Gravel,172.468,67.0868
29/07/2023,Chelsea,Gravel,64.488,22.6266
29/07/2023,Westminster,Gravel,33.48,16.4052
29/07/2023,Shoreditch,Gravel,115.96,25.5112
29/07/2023,Notting Hill,Gravel,302.67,72.6408
29/07/2023,Mayfair,Road,2.896,0.4706
29/07/2023,Richmond,Gravel,483.97,135.3463
29/07/2023,Richmond,Road,124.792,15.599
30/07/2023,Westminster,Mountain,76.776,-53.7432
30/07/2023,Whitechapel,Gravel,26.25,12.6
30/07/2023,Richmond,Gravel,89.95,43.176
30/07/2023,Peckham,Gravel,330.4,85.904
31/07/2023,Wimbledon,Mountain,41.424,8.2848
31/07/2023,Dulwich,Road,155.88,54.558
31/07/2023,Westminster,Road,17.52,8.4096
31/07/2023,Westminster,Mountain,860.96,396.3719
31/07/2023,Fulham,Gravel,36.96,11.4576
31/07/2023,Brixton,Road,54.816,17.8152
31/07/2023,Brixton,Mountain,11.54,5.5392
31/07/2023,Richmond,Gravel,322.368,-52.9761
31/07/2023,Peckham,Gravel,56.56,15.2712
01/08/2023,Westminster,Road,54.896,18.5274
01/08/2023,Stratford,Road,1439.982,-263.9967
01/08/2023,Brixton,Road,36.288,12.7008
01/08/2023,Richmond,Gravel,367.944,22.9965
01/08/2023,Peckham,Gravel,186.54,50.3658
03/08/2023,Wimbledon,Gravel,39.816,7.4655
03/08/2023,Shoreditch,Gravel,183.372,-36.6744
03/08/2023,Fulham,Gravel,123.96,11.1564
03/08/2023,Whitechapel,Gravel,68.27,30.209
03/08/2023,Peckham,Gravel,99.87,23.9688
03/08/2023,Peckham,Road,16.06,4.1756
04/08/2023,Westminster,Road,3.318,-5.6406
04/08/2023,Soho,Road,8.784,3.1842
04/08/2023,Brixton,Road,7.968,2.8884
05/08/2023,Wimbledon,Gravel,79.78,29.5186
05/08/2023,Westminster,Gravel,125.88,60.4224
05/08/2023,Whitechapel,Gravel,133.2,66.6
05/08/2023,Brixton,Road,13.76,6.3296
05/08/2023,Peckham,Mountain,151.056,7.5528
06/08/2023,Chelsea,Mountain,227.88,68.364
06/08/2023,Shoreditch,Gravel,145.74,23.3184
06/08/2023,Fulham,Gravel,15.4,7.392
06/08/2023,Whitechapel,Mountain,24.64,11.8272
06/08/2023,Brixton,Road,115.296,40.3536
06/08/2023,Richmond,Mountain,824.95,247.485
06/08/2023,Croydon,Gravel,70.12,21.036
07/08/2023,Wimbledon,Gravel,319.16,36.1939
07/08/2023,Dulwich,Gravel,1473.1,412.468
07/08/2023,Chelsea,Gravel,116.48,31.6896
07/08/2023,Westminster,Gravel,56.84,20.5002
07/08/2023,Notting Hill,Gravel,207.184,25.898
07/08/2023,Fulham,Gravel,51.75,15.525
07/08/2023,Brixton,Gravel,269.11,126.4817
07/08/2023,Richmond,Gravel,867.84,62.238
07/08/2023,Peckham,Gravel,118.16,-25.109
08/08/2023,Dulwich,Gravel,113.92,33.04
08/08/2023,Chelsea,Gravel,39.66,11.9
08/08/2023,Westminster,Gravel,447.86,210.49
10/08/2023,Soho,Gravel,70.08,35.04
10/08/2023,Fulham,Gravel,121.3,25.473
10/08/2023,Brixton,Road,177.2,83.284
10/08/2023,Richmond,Gravel,1454.49,378.1674
11/08/2023,Chelsea,Road,9.184,2.87
11/08/2023,Westminster,Road,12.864,-22.512
11/08/2023,Westminster,Mountain,477.51,219.6546
11/08/2023,Brixton,Road,29.664,10.0116
11/08/2023,Brixton,Mountain,25.92,12.4416
11/08/2023,Richmond,Road,153.584,13.4386
12/08/2023,Wimbledon,Gravel,174.95,12.2465
12/08/2023,Dulwich,Gravel,542.94,152.0232
12/08/2023,Chelsea,Road,237.42,64.629
12/08/2023,Westminster,Gravel,100.704,37.764
12/08/2023,Notting Hill,Road,1779.9,373.779
12/08/2023,Covent Garden,Gravel,299.99,89.997
12/08/2023,Fulham,Gravel,54.92,19.7712
12/08/2023,Brixton,Gravel,212.896,99.4944
12/08/2023,Richmond,Gravel,242.624,27.2952
12/08/2023,Peckham,Gravel,46.74,11.685
13/08/2023,Wimbledon,Gravel,1.584,0.4752
13/08/2023,Dulwich,Gravel,355.838,53.2287
13/08/2023,Chelsea,Gravel,59.52,15.4752
13/08/2023,Westminster,Gravel,1614.582,-1237.8462
13/08/2023,Westminster,Road,36.024,11.7078
13/08/2023,Notting Hill,Gravel,423.648,47.6604
13/08/2023,Soho,Gravel,14.76,4.797
13/08/2023,Mayfair,Gravel,24.32,9.12
13/08/2023,Fulham,Gravel,31.984,0
13/08/2023,Whitechapel,Road,17.544,5.9211
13/08/2023,Peckham,Gravel,31.44,8.4888
13/08/2023,Croydon,Gravel,31.92,9.2568
14/08/2023,Chelsea,Gravel,16.68,4.3368
14/08/2023,Whitechapel,Gravel,5.76,2.8224
14/08/2023,Tottenham,Gravel,418.296,5.2287
15/08/2023,Dulwich,Gravel,97.84,25.4384
15/08/2023,Whitechapel,Road,50.4,23.184
15/08/2023,Peckham,Road,1801.632,-337.806
16/08/2023,Westminster,Gravel,13.428,-11.19
16/08/2023,Peckham,Gravel,67.136,-0.8392
17/08/2023,Wimbledon,Mountain,98.16,9.816
17/08/2023,Dulwich,Road,2518.29,654.7554
17/08/2023,Dulwich,Mountain,38.864,-99.1032
17/08/2023,Chelsea,Mountain,8.016,1.002
17/08/2023,Westminster,Road,1130.896,384.6146
17/08/2023,Westminster,Mountain,102.93,48.3771
17/08/2023,Notting Hill,Gravel,4416.174,-630.882
17/08/2023,Notting Hill,Road,462.564,97.6524
17/08/2023,Notting Hill,Mountain,74.592,-2.1312
17/08/2023,Soho,Road,23.36,11.68
17/08/2023,Fulham,Mountain,16.784,-22.2388
17/08/2023,Brixton,Road,8.56,3.852
17/08/2023,Richmond,Road,71.976,8.997
17/08/2023,Peckham,Road,540.57,140.5482
17/08/2023,Croydon,Mountain,5.552,-1.041
18/08/2023,Wimbledon,Gravel,23.18,7.6494
18/08/2023,Wimbledon,Road,2340.06,595.74
18/08/2023,Chelsea,Gravel,9.912,1.239
18/08/2023,Westminster,Gravel,38.906,-52.5106
18/08/2023,Westminster,Road,2900.952,976.3857
18/08/2023,Fulham,Road,204.38,68.5744
18/08/2023,Richmond,Road,37.91,10.9939
18/08/2023,Peckham,Gravel,200.064,12.504
18/08/2023,Peckham,Road,1000.02,290.0058
18/08/2023,Peckham,Mountain,323.1,61.389
19/08/2023,Westminster,Gravel,105.016,33.3328
19/08/2023,Westminster,Road,407.43,191.6865
19/08/2023,Brixton,Gravel,407.43,191.6865
20/08/2023,Westminster,Gravel,239.12,77.714
20/08/2023,Brixton,Gravel,25.92,12.4416
20/08/2023,Richmond,Road,107.88,10.788
20/08/2023,Richmond,Mountain,35.96,3.596
20/08/2023,Peckham,Road,266.85,73.9122
20/08/2023,Croydon,Road,17.22,5.166
21/08/2023,Wimbledon,Road,33.18,11.613
21/08/2023,Dulwich,Gravel,203.52,54.9504
21/08/2023,Chelsea,Gravel,17.12,4.9648
21/08/2023,Westminster,Gravel,4454.784,1506.8193
21/08/2023,Notting Hill,Gravel,866.4,225.264
21/08/2023,Notting Hill,Road,388.704,38.8704
21/08/2023,Soho,Gravel,15.28,7.4872
21/08/2023,Mayfair,Gravel,35,16.8
21/08/2023,Fulham,Gravel,152.672,17.5036
21/08/2023,Fulham,Mountain,117.08,39.8072
21/08/2023,Whitechapel,Gravel,51.75,24.84
21/08/2023,Brixton,Gravel,6.672,2.085
21/08/2023,Brixton,Road,83.88,29.358
21/08/2023,Brixton,Mountain,277.4,133.152
21/08/2023,Richmond,Gravel,431.968,37.7972
21/08/2023,Peckham,Gravel,237.096,20.7459
21/08/2023,Peckham,Road,572.58,34.3548
21/08/2023,Croydon,Gravel,37.24,10.7996
21/08/2023,Tottenham,Gravel,568.728,28.4364
22/08/2023,Tottenham,Gravel,210.008,2.6251
22/08/2023,Tottenham,Mountain,314.532,-83.8752
23/08/2023,Dulwich,Gravel,161.376,12.1032
23/08/2023,Fulham,Gravel,2.784,0.4176
23/08/2023,Brixton,Gravel,58.288,18.433
23/08/2023,Richmond,Gravel,4367.896,327.5922
24/08/2023,Dulwich,Gravel,646.272,64.6272
24/08/2023,Westminster,Road,28.416,9.0204
24/08/2023,Brixton,Gravel,10.368,3.7584
25/08/2023,Chelsea,Gravel,9.728,1.7024
25/08/2023,Shoreditch,Gravel,130.98,-89.0664
25/08/2023,Brixton,Gravel,195.584,68.326
25/08/2023,Peckham,Gravel,25.696,1.9272
26/08/2023,Wimbledon,Mountain,71.98,15.1158
26/08/2023,Fulham,Gravel,64.96,-43.848
26/08/2023,Peckham,Mountain,53.72,13.9672
27/08/2023,Wimbledon,Road,1119.888,209.979
27/08/2023,Dulwich,Gravel,14.336,0.896
27/08/2023,Dulwich,Road,321.92,96.576
27/08/2023,Chelsea,Gravel,5.952,0.372
27/08/2023,Westminster,Road,841.568,294.5488
27/08/2023,Westminster,Mountain,37.008,11.565
27/08/2023,Notting Hill,Road,230.28,23.028
27/08/2023,Covent Garden,Road,879.984,329.994
27/08/2023,Soho,Road,2.896,0.9774
27/08/2023,Fulham,Gravel,120.576,33.1584
27/08/2023,Fulham,Road,198.46,99.23
27/08/2023,Brixton,Gravel,5.184,1.8144
27/08/2023,Brixton,Road,128.952,60.9372
27/08/2023,Richmond,Mountain,347.97,100.9113
27/08/2023,Peckham,Road,354.9,17.745
27/08/2023,Peckham,Mountain,63.84,16.5984
27/08/2023,Croydon,Road,28.4,8.236
27/08/2023,Tottenham,Road,1488.424,-297.6848
28/08/2023,Dulwich,Mountain,91.6,26.564
28/08/2023,Chelsea,Mountain,5.56,1.4456
28/08/2023,Westminster,Mountain,99.68,32.396
28/08/2023,Brixton,Gravel,52.064,17.272
28/08/2023,Richmond,Mountain,35.168,11.4296
28/08/2023,Croydon,Mountain,21.81,5.8887
28/08/2023,Tottenham,Mountain,1137.75,250.305
29/08/2023,Chelsea,Road,9.408,0.7056
29/08/2023,Westminster,Road,3.24,-5.184
29/08/2023,Fulham,Road,148.02,41.4456
29/08/2023,Whitechapel,Road,47.36,17.76
29/08/2023,Peckham,Road,27.44,2.401
31/08/2023,Wimbledon,Gravel,659.9,217.767
